place_id,name,address,lat,lon,area,location_type,themes,seasonality,child_engagement_score,view_quality_score,rating,review_count,tags,description,city,type
66,Смотровая площадка Шесхарис,"Шесхарис м-н, Восточный район, Новороссийск, Краснодарский край",44.715837,37.840762,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,4.6,1,смотровая;виды;панорама;фото,Смотровая площадка Шесхарис дает хороший обзор побережья и городской панорамы,Новороссийск,locations
67,Смотровая площадка Восточный район,"Восточный район, Новороссийск, Краснодарский край",44.701292,37.855861,окрестности,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.9,4.7,7,смотровая;виды;панорама;фото,Смотровая площадка Восточный район дает хороший обзор побережья и городской панорамы,Новороссийск,locations
68,Смотровая площадка Мысхако Нижняя,"Мысхако, Новороссийский район, Новороссийск, Краснодарский край",44.653172,37.750048,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,1.0,3,смотровая;виды;панорама;фото,Смотровая площадка Мысхако Нижняя дает хороший обзор побережья и городской панорамы,Новороссийск,locations
69,Смотровая площадка Южный район панорама,"Южный район, Новороссийск, Краснодарский край",44.684846,37.801027,побережье,смотровая_площадка,виды;панорама;романтика;фото,по_погоде,0.2,0.95,5.0,1,смотровая;виды;панорама;фото,Смотровая площадка Южный район панорама дает хороший обзор побережья и городской панорамы,Новороссийск,locations
70,Памятник матросу-десантнику,"Центральный район, Новороссийск, Краснодарский край",44.701213,37.783511,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,5.0,11,памятник;история;город;прогулка,Памятник матросу-десантнику является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
71,Мемориальный комплекс Долина смерти,"Новороссийск, Краснодарский край",44.657166,37.754258,окрестности,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.35,4.6,11,история;память;мемориал;маршрут,Мемориальный комплекс Долина смерти является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
72,Памятник Огонь Вечной славы,"Центральный район, Новороссийск, Краснодарский край",44.720023,37.776137,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,4,памятник;история;город;прогулка,Памятник Огонь Вечной славы является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
73,Мемориальный комплекс Источник жизни в долине смерти,"Новороссийский район, Новороссийск, Краснодарский край",44.678465,37.735673,окрестности,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.35,4.8,4,история;память;мемориал;маршрут,Мемориальный комплекс Источник жизни в долине смерти является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
74,Памятник Торпедный Катер,"Центральный район, Новороссийск, Краснодарский край",44.717727,37.783947,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.7,5.0,5,памятник;история;город;прогулка,Памятник Торпедный Катер является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
75,Памятник неизвестному матросу,"Центральный район, Новороссийск, Краснодарский край",44.715408,37.785005,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,4.7,5,памятник;история;город;прогулка,Памятник неизвестному матросу является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
76,Памятник хамсе,"Южный район, Новороссийск, Краснодарский край",44.694049,37.791549,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.8,7,памятник;история;город;прогулка,Памятник хамсе является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
77,Памятник погибшим рыбакам,"Центральный район, Новороссийск, Краснодарский край",44.709186,37.788597,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,5.0,4,памятник;история;город;прогулка,Памятник погибшим рыбакам является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
78,Памятник Геше Козодоеву,"Южный район, Новороссийск, Краснодарский край",44.68576,37.800627,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.4,12,памятник;история;город;прогулка,Памятник Геше Козодоеву является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
79,Памятник Исход,"Центральный район, Новороссийск, Краснодарский край",44.706806,37.789249,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,3.5,3,памятник;история;город;прогулка,Памятник Исход является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
80,Командный пункт новороссийской военно-морской базы 1942-1943 года,"Восточный район, Новороссийск, Краснодарский край",44.700448,37.857043,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.7,2,памятник;история;город;прогулка,Командный пункт новороссийской военно-морской базы 1942-1943 года является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
81,Мемориал Малая Земля,"Южный район, Новороссийск, Краснодарский край",44.686777,37.795377,побережье,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.6,4.5,2,история;память;мемориал;маршрут,Мемориал Малая Земля является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
82,Памятник рабочим завода Красный двигатель,"Восточный район, Новороссийск, Краснодарский край",44.738832,37.793102,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.6,1,памятник;история;город;прогулка,Памятник рабочим завода Красный двигатель является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
83,Наблюдательный пункт ПВО,"Южный район, Новороссийск, Краснодарский край",44.686153,37.797252,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,4.6,2,памятник;история;город;прогулка,Наблюдательный пункт ПВО является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
84,Памятник Непокорённым,"Приморский район, Новороссийск, Краснодарский край",44.77491,37.689974,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник Непокорённым является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
85,Памятник основателям Новороссийска,"Центральный район, Новороссийск, Краснодарский край",44.718601,37.783343,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник основателям Новороссийска является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
86,Скульптура Девушка на дельфине,"Центральный район, Новороссийск, Краснодарский край",44.717135,37.78511,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.5,2,памятник;история;город;прогулка,Скульптура Девушка на дельфине является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
87,Памятник А.С. Пушкину,"Центральный район, Новороссийск, Краснодарский край",44.719164,37.774702,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник А.С. Пушкину является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
88,Стела Новороссийская Республика,"Центральный район, Новороссийск, Краснодарский край",44.717777,37.776567,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,5,памятник;история;город;прогулка,Стела Новороссийская Республика является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
89,Памятник Коминтерн,"Восточный район, Новороссийск, Краснодарский край",44.733442,37.784647,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,1.4,2,памятник;история;город;прогулка,Памятник Коминтерн является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
90,Памятник жене моряка,"Центральный район, Новороссийск, Краснодарский край",44.720551,37.780587,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,4.8,12,памятник;история;город;прогулка,Памятник жене моряка является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
91,Бюст маршала Г.К. Жукова,"14-й м-н, Южный район, Новороссийск, Краснодарский край",44.680361,37.780714,побережье,культурная_точка,культура;город;локальная_история;прогулка,круглый_год,0.35,0.6,5.0,1,культура;город;история;прогулка,Бюст маршала Г.К. Жукова является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
92,Мемориальная доска Катастрофа на Чернобыльской АЭС,"Центральный район, Новороссийск, Краснодарский край",44.717838,37.77099,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.5,1,памятник;история;город;прогулка,Мемориальная доска Катастрофа на Чернобыльской АЭС является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
93,Скульптура Дельфины,"Центральный район, Новороссийск, Краснодарский край",44.705868,37.789526,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.65,5.0,2,памятник;история;город;прогулка,Скульптура Дельфины является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
94,Стела Морская слава России,"Центральный район, Новороссийск, Краснодарский край",44.720096,37.781841,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,4,памятник;история;город;прогулка,Стела Морская слава России является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
95,Памятник В.И. Ленину,"Центральный район, Новороссийск, Краснодарский край",44.723354,37.768423,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,3,памятник;история;город;прогулка,Памятник В.И. Ленину является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
96,Братская могила на Октябрьской площади,"Центральный район, Новороссийск, Краснодарский край",44.715723,37.769056,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Братская могила на Октябрьской площади является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
97,Обелиск в честь освобождения Новороссийска,"Центральный район, Новороссийск, Краснодарский край",44.720541,37.776999,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,3,памятник;история;город;прогулка,Обелиск в честь освобождения Новороссийска является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
98,Памятник М.П. Лазареву,"Центральный район, Новороссийск, Краснодарский край",44.720071,37.780456,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,2,памятник;история;город;прогулка,Памятник М.П. Лазареву является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
99,Памятник лётчику Е.Я. Савицкому,"Центральный район, Новороссийск, Краснодарский край",44.718008,37.776056,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник лётчику Е.Я. Савицкому является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
100,Памятник Ф.Ф. Ушакову,"Южный район, Новороссийск, Краснодарский край",44.684602,37.792746,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,4.5,1,памятник;история;город;прогулка,Памятник Ф.Ф. Ушакову является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
101,Братская могила воинов на Малой земле,"Южный район, Новороссийск, Краснодарский край",44.686441,37.792191,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,5.0,1,памятник;история;город;прогулка,Братская могила воинов на Малой земле является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
102,Памятник-ансамбль Линия обороны,"Восточный район, Новороссийск, Краснодарский край",44.727366,37.818048,окрестности,культурная_точка,история;военная_память;маршрут;город,круглый_год,0.15,0.35,5.0,1,история;память;мемориал;маршрут,Памятник-ансамбль Линия обороны является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
103,Памятник Скорбящая мать,"Приморский район, Новороссийск, Краснодарский край",44.739065,37.736633,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.6,1,памятник;история;город;прогулка,Памятник Скорбящая мать является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
104,Памятник сотрудникам МВД,"Приморский район, Новороссийск, Краснодарский край",44.738924,37.736967,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,1.0,1,памятник;история;город;прогулка,Памятник сотрудникам МВД является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
105,Декоративное сооружение Девушка,"Южный район, Новороссийск, Краснодарский край",44.692897,37.785873,побережье,культурная_точка,культура;город;локальная_история;прогулка,круглый_год,0.35,0.6,5.0,1,культура;город;история;прогулка,Декоративное сооружение Девушка является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
106,Скульптура Муза,"Центральный район, Новороссийск, Краснодарский край",44.71374,37.781361,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.0,2,памятник;история;город;прогулка,Скульптура Муза является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
107,Памятник-стела павшим революционерам,"Центральный район, Новороссийск, Краснодарский край",44.719318,37.779175,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Памятник-стела павшим революционерам является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
108,Скульптура Девочка на шаре,"Центральный район, Новороссийск, Краснодарский край",44.722386,37.776417,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Скульптура Девочка на шаре является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
109,Памятник цементникам завода,"Восточный район, Новороссийск, Краснодарский край",44.726273,37.824407,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.4,1,памятник;история;город;прогулка,Памятник цементникам завода является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
110,Памятник Е. Пустынникову,"Шесхарис м-н, Восточный район, Новороссийск, Краснодарский край",44.717518,37.838646,окрестности,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.4,1,памятник;история;город;прогулка,Памятник Е. Пустынникову является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
111,Памятник жертвам политических репрессий,"Центральный район, Новороссийск, Краснодарский край",44.716556,37.768952,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,4.9,1,памятник;история;город;прогулка,Памятник жертвам политических репрессий является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
112,Скульптура Девушка с голубем,"Южный район, Новороссийск, Краснодарский край",44.680722,37.780558,побережье,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.6,3.7,1,памятник;история;город;прогулка,Скульптура Девушка с голубем является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
113,Скульптура Незнакомка в карете,"Центральный район, Новороссийск, Краснодарский край",44.719497,37.774635,центр,культурная_точка,история;память;город;прогулка,круглый_год,0.15,0.35,5.0,1,памятник;история;город;прогулка,Скульптура Незнакомка в карете является заметной точкой городского маршрута и локальной памяти,Новороссийск,locations
114,Семья,"Новороссийский район, Новороссийск, Краснодарский край",44.844982,37.576174,окрестности,ферма,ферма;животные;гастрономия;семья,круглый_год,0.9,0.45,4.9,25,ферма;улитки;агротуризм;семья,Улиточная ферма с экскурсиями и фермерским опытом для семейного визита,Новороссийск,locations
115,Козья ферма,"Новороссийский район, Новороссийск, Краснодарский край",44.823519,37.588604,окрестности,ферма,ферма;животные;деревня;семья,круглый_год,0.85,0.4,4.1,0,ферма;козы;агротуризм;деревня,Фермерская точка для спокойного визита и знакомства с локальным животноводством,Новороссийск,locations
116,Абрау-Дюрсо,"Усадьба Круглое озеро, улица Доктора Каминского, 7, с. Абрау-Дюрсо, Новороссийск городской округ, Краснодарский край, 353995",44.67771,37.596176,винный_кластер,оздоровительный_объект,верховая_езда;природа;семья;активный_отдых,круглый_год,0.88,0.72,4.8,35,конный_клуб;верховая_езда;семья;активный_отдых,Конный клуб с прогулками и активностями на природе рядом с Абрау,Абрау-Дюрсо,locations
117,Ново Остен,"Приморский район, Новороссийск, Краснодарский край, 353960",44.7633,37.733144,окрестности,оздоровительный_объект,верховая_езда;природа;активный_отдых;обучение,круглый_год,0.82,0.52,4.4,15,конный_клуб;верховая_езда;тренировки;природа,Конный клуб для занятий верховой ездой и коротких выездов на природу,Новороссийск,locations
118,Карат,"Осоавиахима, 212, Центральный район, Новороссийск, Краснодарский край, 353900",44.701883,37.739651,окрестности,оздоровительный_объект,иппотерапия;верховая_езда;семья;реабилитация,круглый_год,0.84,0.45,3.8,20,конный_клуб;иппотерапия;семья;активный_отдых,Городской конный клуб с обучением и адаптивными программами верховой езды,Новороссийск,locations
119,Арена Колизей,"Короленко, 18Б, х. Камчатка, Новороссийск городской округ, Краснодарский край",44.707157,37.62951,окрестности,оздоровительный_объект,верховая_езда;шоу;семья;активный_отдых,круглый_год,0.92,0.6,4.5,12,конный_клуб;шоу;семья;активный_отдых,Клуб верховой езды с прогулками и зрелищными семейными программами,Новороссийск,locations
120,Природный заповедник Большой Утриш,"х. Дюрсо, Новороссийск городской округ, Краснодарский край",44.745485,37.482118,окрестности,эко-локация,заповедник;природа;экотуризм;треккинг,по_погоде,0.4,0.95,4.4,7,заповедник;экотуризм;треккинг;природа,Крупная заповедная территория для экологических прогулок и наблюдения за природой,Новороссийск,locations
121,Суджукская лагуна,"Новороссийск, Краснодарский край",44.68043,37.801944,побережье,природная_локация,лагуна;птицы;прогулка;фото,круглый_год,0.55,0.78,4.8,15,лагуна;природа;прогулка;побережье,Охраняемая лагуна для неспешных прогулок наблюдения за птицами и фото,Новороссийск,locations
122,Особо охраняемая природная территория Прилагунье,"Южный район, Новороссийск, Краснодарский край",44.68122,37.796641,побережье,эко-локация,оопт;экология;природа;наблюдение,круглый_год,0.45,0.62,4.0,0,оопт;экология;природа;наблюдение,Локальная охраняемая территория рядом с лагуной для спокойного экологического визита,Новороссийск,locations
123,12 водопадов,"Новороссийский район, Новороссийск, Краснодарский край",44.722868,37.726967,окрестности,природная_локация,водопады;треккинг;природа;активный_отдых,по_погоде,0.2,0.88,4.3,33,водопады;треккинг;природа;маршрут,Каскад водопадов для активной прогулки по пересеченной местности,Новороссийск,locations
124,Дольмены,"Новороссийский район, Новороссийск, Краснодарский край",44.75104,37.649845,окрестности,культурная_точка,археология;история;природа;поход,по_погоде,0.2,0.5,4.3,5,дольмен;археология;история;поход,Небольшой археологический объект для короткой вылазки на природу,Новороссийск,locations
125,Долина лотосов,"Новороссийск городской округ, Краснодарский край",44.740235,37.568364,окрестности,природная_локация,лотосы;сезон;фото;природа,лето,0.45,0.72,2.5,26,лотосы;фото;сезон;природа,Сезонная природная точка которая лучше всего работает в период цветения,Новороссийск,locations
126,Экотропа терренкур Маркотх,"Новороссийск, Краснодарский край",44.575271,38.103531,окрестности,эко-локация,экотропа;терренкур;оздоровление;треккинг,по_погоде,0.15,0.9,4.8,6,экотропа;терренкур;треккинг;оздоровление,Маршрут для длинной оздоровительной прогулки по горному природному парку,Новороссийск,locations
127,Смотровая площадка на озеро Абрау Дюрсо,"Новороссийский район, Новороссийск, Краснодарский край",44.709057,37.584345,винный_кластер,смотровая_площадка,виды;озеро;романтика;фото,круглый_год,0.35,0.98,5.0,10,смотровая;озеро;панорама;фото,Короткая видовая точка с панорамой озера Абрау и окрестных склонов,Новороссийск,locations
128,Смотровая площадка на озеро Абрау Дюрсо Верхняя,"Новороссийский район, Новороссийск, Краснодарский край",44.706295,37.586107,винный_кластер,смотровая_площадка,виды;озеро;фото;поездка,круглый_год,0.35,0.96,4.6,17,смотровая;озеро;панорама;пейзаж,Ещё одна сильная видовая точка над озером для короткой остановки и фото,Новороссийск,locations
129,Суджукская коса Островок,Краснодарский край,44.672764,37.81101,побережье,природная_локация,коса;море;дайвинг;прогулка,по_погоде,0.1,0.86,4.1,2,коса;островок;море;природа,Небольшой природный участок Суджукской косы для прогулки и наблюдения за морем,,locations
